race,gender,body_size,age_range,with_kids,kids_category,basket_size,basket_colour,attire,shirt_colour,shirt_type,pants_colour,pants_type,wash_item,washer_no,dryer_no,spectacles,timespent_minutes,buydrinks,totalspent_rm,latitude,longitude,num_of_baskets,location,amenity,road,quarter,town,city,state,iso3166-2-lvl4,postcode,neighbourhood,hamlet,residential,suburb,leisure,tourism,office,aeroway,building,industrial,highway,house_number,man_made,district,historic,landuse,shop,city_district,commercial,railway,craft,locality,retail,village,place,club,military,Super Dryclean Sdn Bhd,Jag Nasmech Sdn Bhd,Zack Laundry,Dobi Auto Sdn Bhd,Dobi Pro Enterprise,Laundry Bar (Pantai Hillpark) - 24 Hours,year,month,day,hour,minute,second
2,0,1,40.0,0,4,0,7,0,0,0,5,0,1,3,7,2,41.0,3.0,13.0,3.187697799,101.7298904,3.0,3944,326,964,125,6,0,2,1,54100.0,180,26,130,53,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2016,1,24,3,57,9
1,1,0,45.0,2,4,0,10,2,10,1,10,1,0,6,7,0,20.0,1.0,10.0,3.156774514,101.7147337,1.0,3590,326,1491,125,6,0,2,1,50088.0,208,26,130,17,40,43,65,7,11,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,1,13,14,41
2,1,0,50.0,1,4,0,11,0,10,1,1,0,0,4,10,2,58.0,2.0,21.0,3.174332548,101.7772074,2.0,3804,326,1670,125,6,1,1,0,68000.0,80,26,130,75,40,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,8,5,29,35
4,2,1,34.0,2,2,0,9,2,0,0,12,0,1,4,10,2,26.0,3.0,12.0,3.121686231,101.7569876,1.0,2879,326,363,125,6,1,1,0,55300.0,156,26,130,42,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2015,12,20,6,16,34
3,0,1,40.0,0,0,0,9,1,9,1,10,1,0,3,9,2,35.0,1.0,14.0,3.184017038,101.7005115,1.0,3914,326,1674,125,6,0,2,1,50586.0,208,26,130,54,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,16,4,22,36
1,0,2,19.0,2,1,0,9,0,5,1,12,1,0,6,10,2,36.0,2.0,13.0,3.181705674,101.7498259,2.0,3886,326,141,125,6,0,2,1,54200.0,208,26,130,57,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,12,9,32,36
4,1,0,30.0,2,1,1,11,2,7,0,12,0,1,5,8,0,32.0,5.0,14.0,3.132341287,101.7454415,1.0,3148,326,849,125,6,1,1,0,51500.0,163,26,130,42,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,1,1,0,0,2016,1,26,9,15,54
2,0,2,19.0,1,4,1,9,0,5,1,1,1,0,3,9,2,28.0,0.0,12.0,3.17816603,101.7631139,1.0,3850,326,1674,125,6,1,1,0,54200.0,188,26,130,16,40,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,30,18,26,18
3,0,3,35.0,0,2,0,10,0,9,1,12,0,1,4,9,0,43.0,5.0,11.0,3.142091848,101.7423445,2.0,3377,156,1594,125,6,1,1,0,50600.0,208,26,130,42,40,43,65,7,165,20,37,97,34,1,4,2,56,0,2,10,1,8,7,2,1,1,1,0,0,1,1,0,0,2016,2,16,18,19,48
0,1,0,45.0,2,1,0,9,1,7,1,7,1,0,3,8,1,15.0,0.0,14.0,3.186569523,101.7197299,2.0,3935,290,275,125,6,0,2,1,54100.0,180,26,130,53,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2015,12,31,2,20,53
2,0,2,50.0,0,1,1,7,1,9,1,6,1,1,6,8,2,52.0,0.0,12.0,3.096768154,101.7592615,2.0,2290,326,1674,125,6,1,1,0,56100.0,208,26,100,23,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,25,16,12,3
1,1,3,44.0,2,2,0,8,0,10,1,6,0,1,3,10,2,42.0,1.0,10.0,3.164548656,101.7494957,3.0,3676,326,1434,125,6,1,1,0,54200.0,47,26,130,75,40,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,1,0,0,2015,12,3,11,47,20
3,1,3,47.0,2,0,0,9,1,10,1,10,0,1,6,7,0,18.0,0.0,18.0,3.115412776,101.7253643,2.0,2737,326,523,125,6,0,2,1,55300.0,134,26,130,23,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2015,12,4,18,45,31
4,0,2,28.0,2,2,1,10,2,2,1,9,1,1,5,7,1,22.0,3.0,17.0,3.155030656,101.7233275,1.0,3568,326,1262,125,6,0,2,1,50450.0,208,26,130,17,40,43,15,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,14,8,7,20
1,0,2,47.0,0,2,1,5,0,5,1,8,0,1,5,10,0,33.0,5.0,17.0,3.141908163,101.7285639,2.0,3370,326,1326,110,6,0,2,1,55100.0,208,26,130,30,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2016,1,10,16,26,23
2,1,0,23.0,1,2,1,8,3,5,0,4,0,0,6,8,0,45.0,0.0,15.0,3.143117012,101.719466,2.0,3391,326,1303,125,6,0,2,1,55100.0,51,26,130,46,40,43,65,7,74,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2016,2,11,5,20,41
3,0,0,26.0,2,0,2,3,2,7,2,9,0,0,6,7,0,51.0,4.0,20.0,3.108207256,101.7641652,1.0,2575,326,684,125,6,1,1,0,56100.0,152,26,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2015,12,20,2,49,34
4,0,0,35.0,2,1,1,11,1,9,1,8,1,0,6,7,2,32.0,1.0,9.0,3.12917998,101.7197497,2.0,3070,326,396,125,6,0,2,1,55200.0,208,26,130,36,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2016,2,11,21,50,28
0,0,1,40.0,2,4,0,2,1,8,2,9,1,0,4,8,2,50.0,4.0,10.0,3.182005751,101.7347311,2.0,3888,326,1058,125,6,0,2,1,54100.0,59,26,130,57,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,27,21,57,34
3,0,1,26.0,2,2,2,5,1,1,0,9,0,0,4,10,1,50.0,3.0,9.0,3.099022081,101.7618666,2.0,2338,326,1360,125,6,1,1,0,56100.0,110,26,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,5,4,7,25
0,1,2,33.0,0,4,0,11,2,0,1,9,0,0,5,8,1,35.0,0.0,10.0,3.117361273,101.7492172,2.0,2784,326,598,125,6,1,1,0,55300.0,150,26,130,43,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2016,1,22,14,16,56
0,0,3,19.0,0,2,0,11,2,4,1,6,1,2,6,7,2,37.0,0.0,11.0,3.155773805,101.7844118,1.0,3579,326,1391,125,6,1,1,0,68000.0,207,26,130,75,40,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,6,19,42,53
0,0,3,28.0,2,0,0,1,2,3,1,12,1,1,5,8,0,18.0,0.0,13.0,3.107429522,101.7243208,3.0,2552,73,1328,125,6,0,2,1,55300.0,208,26,130,11,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,31,22,10,36
0,0,0,57.0,1,4,1,8,3,4,1,12,1,0,6,8,2,19.0,2.0,20.0,3.190253204,101.762774,1.0,3958,326,920,125,6,1,1,0,54200.0,208,26,67,16,40,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,15,14,32,57
3,1,2,51.0,1,2,0,11,2,6,0,4,1,2,4,8,2,26.0,1.0,19.0,3.136287982,101.7642338,3.0,3257,326,1538,125,6,1,1,0,68000.0,46,26,130,75,40,43,65,7,165,20,37,24,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2015,12,5,23,8,43
2,0,3,19.0,1,2,1,0,0,7,0,8,0,0,5,7,2,16.0,5.0,12.0,3.132270853,101.7354709,1.0,3146,326,541,125,6,0,2,1,51500.0,208,26,130,36,40,6,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,1,0,0,2016,2,6,13,14,19
3,1,1,36.0,2,1,1,2,1,5,0,0,0,1,5,7,2,11.0,3.0,11.0,3.103553363,101.7453912,2.0,2466,326,295,109,6,0,2,1,56100.0,208,26,130,23,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,12,3,1,38
0,1,2,21.0,1,2,0,2,2,7,1,6,0,1,6,10,2,24.0,0.0,11.0,3.115427066,101.7552716,3.0,2738,326,681,125,6,1,1,0,56100.0,150,26,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2016,2,25,10,24,42
2,0,2,55.0,0,2,1,9,0,5,1,1,1,1,4,8,0,35.0,3.0,21.0,3.130619233,101.7747699,3.0,3105,326,125,125,6,1,1,0,68000.0,193,6,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2016,2,16,18,50,48
3,0,1,44.0,0,0,0,3,2,8,0,8,1,0,6,9,0,27.0,3.0,8.0,3.172276609,101.7122531,2.0,3777,326,1227,125,6,0,2,1,10024.0,208,26,130,53,40,21,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,14,3,17,50
3,1,2,57.0,2,0,0,9,2,9,0,0,1,1,6,8,2,45.0,0.0,13.0,3.152130473,101.7623708,2.0,3521,326,1507,125,6,1,1,0,68000.0,122,26,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2016,1,26,16,34,3
0,1,2,26.0,0,0,0,1,2,7,1,7,0,0,3,8,1,18.0,3.0,16.0,3.143564338,101.7092428,2.0,3395,326,526,125,6,0,2,1,50200.0,51,26,130,17,40,43,65,7,112,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2015,12,17,12,32,47
0,2,2,21.0,0,4,0,8,0,2,2,0,1,1,6,7,0,60.0,4.0,14.0,3.142313407,101.7374946,2.0,3382,326,1462,110,6,0,2,1,50600.0,208,26,130,30,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,1,0,0,2015,12,25,23,46,13
1,1,1,56.0,0,2,2,2,1,9,1,2,1,1,4,9,2,39.0,0.0,11.0,3.122477689,101.750749,2.0,2907,326,1674,125,6,1,1,0,55300.0,156,26,130,42,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2015,12,30,23,6,59
1,0,3,41.0,1,4,0,11,1,7,1,5,1,1,5,7,0,26.0,0.0,20.0,3.122379109,101.7200146,3.0,2903,326,173,125,6,0,2,1,55200.0,155,26,130,23,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2015,12,22,18,48,45
4,1,2,18.0,2,1,0,9,2,0,0,1,0,0,6,10,0,49.0,1.0,21.0,3.168313632,101.7180494,2.0,3726,326,491,125,6,0,2,1,54000.0,208,26,130,29,40,43,38,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,26,18,42,1
2,2,0,35.0,0,1,0,8,3,2,2,1,0,1,5,8,0,27.0,2.0,9.0,3.176067971,101.785881,3.0,3826,326,1669,125,6,1,1,0,68000.0,208,26,130,16,40,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,19,16,21,46
3,0,1,35.0,0,4,1,6,1,6,0,1,1,0,4,10,2,56.0,0.0,14.0,3.13538363,101.7711091,3.0,3236,326,1474,125,6,1,1,0,68000.0,208,26,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,0,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2016,1,30,15,36,56
3,1,1,39.0,2,0,1,7,2,4,1,0,0,1,6,9,0,55.0,2.0,16.0,3.104888944,101.7697726,3.0,2491,326,1360,125,6,1,1,0,68000.0,123,6,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,31,4,45,34
2,0,3,46.0,0,2,0,5,2,10,1,11,1,1,6,10,0,20.0,4.0,20.0,3.193633492,101.7449461,1.0,3982,326,52,125,6,0,2,1,53300.0,208,26,46,74,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,22,11,17,31
4,1,2,46.0,0,0,1,3,1,9,1,1,0,0,4,7,0,30.0,0.0,15.0,3.114650971,101.7133952,3.0,2721,326,1674,125,6,0,2,1,55200.0,208,26,130,75,40,43,65,7,165,4,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,3,11,32,42
3,0,2,40.0,0,1,0,9,2,0,1,5,0,0,3,8,2,11.0,2.0,16.0,3.188510608,101.7278994,3.0,3949,326,964,125,6,0,2,1,54100.0,180,26,130,53,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2016,1,2,7,51,56
0,1,2,47.0,0,1,0,1,2,7,1,6,0,1,3,8,0,43.0,3.0,9.0,3.141615646,101.7375418,3.0,3365,326,1462,110,6,0,2,1,50988.0,208,26,130,30,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,1,0,0,2016,2,9,3,36,51
0,1,1,29.0,2,0,2,0,0,0,1,9,0,1,4,8,0,39.0,0.0,19.0,3.134710508,101.7669341,2.0,3215,326,851,125,6,1,1,0,68000.0,45,26,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2016,2,24,2,53,2
3,1,0,36.0,2,2,1,6,0,7,2,0,1,0,3,9,2,23.0,4.0,21.0,3.190581594,101.7555534,1.0,3961,326,56,125,6,0,2,1,54200.0,208,26,130,57,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,1,18,16,2
2,1,1,25.0,0,0,2,6,0,7,1,7,1,1,6,7,0,22.0,3.0,14.0,3.193037957,101.7160187,3.0,3976,326,273,125,6,0,2,1,53200.0,208,26,130,56,14,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2015,12,14,5,23,44
0,0,1,24.0,0,0,1,7,0,6,1,5,1,0,6,8,0,40.0,0.0,10.0,3.149095802,101.7598699,1.0,3473,326,402,125,6,1,1,0,68000.0,122,26,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2016,2,10,21,51,0
0,1,0,27.0,2,4,1,4,0,9,2,1,0,1,5,8,2,52.0,5.0,21.0,3.165975165,101.7661005,1.0,3692,326,78,125,6,1,1,0,68000.0,133,26,130,75,9,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,26,6,21,0
3,1,1,29.0,1,0,0,0,3,10,2,4,0,0,3,10,0,19.0,5.0,20.0,3.123304191,101.777292,1.0,2929,326,1506,125,6,1,1,0,68000.0,193,20,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,25,23,59,2
2,1,2,54.0,0,1,1,5,0,2,1,10,0,0,4,7,2,59.0,1.0,10.0,3.100791765,101.7238215,2.0,2384,326,1328,125,6,0,2,1,56000.0,208,26,130,11,40,43,65,7,154,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,18,10,42,35
3,0,0,23.0,2,4,1,8,2,0,0,0,1,1,5,10,1,44.0,3.0,11.0,3.138454129,101.7515872,3.0,3312,28,386,125,6,1,1,0,68000.0,118,26,130,42,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2016,1,11,5,36,37
1,0,3,58.0,0,2,1,6,1,0,0,8,0,1,5,7,2,29.0,4.0,21.0,3.119072487,101.7795623,1.0,2819,326,244,125,6,1,1,0,43100.0,23,20,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,19,16,5,4
3,2,2,23.0,0,4,1,1,2,9,1,1,1,1,6,9,2,49.0,0.0,9.0,3.136569139,101.7080372,3.0,3265,326,597,125,6,0,2,1,55200.0,208,26,130,46,40,43,65,7,165,20,37,94,34,4,4,2,24,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2016,1,10,23,9,18
2,2,1,27.0,2,2,1,1,0,2,1,9,0,1,3,8,2,27.0,1.0,7.0,3.177606111,101.7846669,2.0,3841,326,1669,125,6,1,1,0,68000.0,208,26,130,16,40,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,24,5,6,5
0,0,1,54.0,2,2,2,10,0,6,0,12,1,0,6,9,2,22.0,4.0,14.0,3.124776847,101.7482784,2.0,2960,326,1451,125,6,1,1,0,55300.0,208,26,130,42,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,1,1,0,0,2016,2,18,17,57,32
3,0,2,18.0,2,1,0,3,0,0,1,4,1,1,3,10,2,24.0,2.0,11.0,3.151234046,101.770155,2.0,3512,326,626,125,6,1,1,0,68000.0,146,4,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2015,12,12,11,36,46
0,0,1,43.0,2,1,1,0,0,4,1,1,0,1,6,9,0,21.0,3.0,21.0,3.103041695,101.7736656,2.0,2447,326,1673,125,6,2,1,0,56100.0,208,26,130,75,40,3,65,7,165,20,37,97,34,1,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,8,7,17,10
2,1,1,18.0,0,4,0,2,3,6,1,2,1,1,5,7,0,34.0,2.0,9.0,3.166716455,101.7022427,2.0,3702,326,237,6,6,0,2,1,50300.0,208,26,130,28,40,0,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,2,5,42,38
4,1,0,19.0,2,2,2,11,1,3,2,12,1,1,4,7,2,38.0,4.0,7.0,3.149428597,101.7016328,2.0,3480,326,345,125,6,0,2,1,50250.0,208,26,130,17,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2016,1,14,0,20,44
3,1,2,60.0,0,2,1,3,0,2,1,1,1,0,4,10,2,32.0,5.0,9.0,3.141552641,101.752244,2.0,3363,326,388,125,6,1,1,0,68000.0,118,26,130,42,40,43,65,7,165,20,37,0,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2016,2,27,7,39,37
4,1,1,25.0,1,4,1,4,2,0,0,8,0,0,6,9,2,47.0,4.0,19.0,3.15702397,101.78125,3.0,3591,326,648,125,6,1,1,0,68000.0,207,26,130,75,40,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2015,12,25,6,30,42
2,0,0,23.0,1,4,1,7,1,9,0,11,0,0,6,9,0,16.0,0.0,10.0,3.11927061,101.773959,1.0,2825,326,688,125,6,1,1,0,56100.0,153,21,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2016,2,6,13,18,32
2,1,2,32.0,2,4,1,10,0,10,0,12,0,0,4,10,1,26.0,0.0,10.0,3.136610978,101.7582253,1.0,3268,326,1674,125,6,1,1,0,68000.0,46,26,130,42,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2016,2,21,8,17,33
1,2,0,30.0,2,4,0,2,0,9,1,0,0,0,3,9,0,32.0,3.0,19.0,3.176364699,101.7632832,3.0,3828,326,1674,125,6,1,1,0,54200.0,188,26,130,16,40,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,4,21,23,4
3,0,2,27.0,2,4,2,10,1,9,0,3,0,1,4,7,0,19.0,0.0,15.0,3.17497415,101.7554909,2.0,3812,326,658,125,6,1,1,0,54200.0,137,26,130,75,40,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,2,15,23,21,15
2,0,2,23.0,2,0,1,8,1,4,0,9,0,1,4,8,0,16.0,2.0,15.0,3.175564219,101.7796675,1.0,3824,326,1669,125,6,1,1,0,68000.0,208,26,130,16,40,43,65,7,165,20,37,97,34,0,4,2,56,1,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,5,14,30,45
4,1,1,25.0,2,0,0,6,0,4,1,7,0,0,4,10,0,47.0,2.0,11.0,3.187146305,101.7281931,3.0,3938,326,964,125,6,0,2,1,54100.0,180,26,130,53,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2016,2,25,6,48,5
3,0,2,20.0,2,1,2,3,2,11,0,12,0,1,6,7,0,43.0,4.0,7.0,3.194695798,101.7042576,3.0,3987,326,446,125,6,0,2,1,53000.0,208,14,23,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,31,6,52,11
3,1,2,58.0,2,1,1,3,2,4,1,0,0,2,5,10,2,21.0,0.0,10.0,3.154959073,101.7430153,1.0,3567,326,601,2,6,0,2,1,50600.0,208,26,130,75,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,1,0,0,2016,2,8,22,49,51
1,1,1,24.0,0,1,1,1,2,7,0,1,1,1,3,10,2,33.0,1.0,15.0,3.111829859,101.7465516,3.0,2652,326,1418,125,6,1,1,0,56100.0,208,3,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2016,2,26,9,57,27
3,0,2,38.0,2,4,0,4,1,0,0,0,0,2,6,8,2,56.0,4.0,19.0,3.093443776,101.7481961,3.0,2192,326,1674,125,6,0,2,1,56100.0,30,26,130,23,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,13,20,6,56
0,0,2,18.0,0,2,0,3,0,11,0,1,1,0,6,10,2,44.0,1.0,16.0,3.181563765,101.7116366,3.0,3882,326,1337,125,6,0,2,1,10024.0,208,26,130,75,37,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,2,5,21,44
4,1,2,28.0,0,2,0,10,0,10,0,11,0,1,3,8,0,13.0,4.0,10.0,3.122432735,101.7550528,1.0,2905,326,668,125,6,1,1,0,55300.0,156,26,130,42,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2015,12,12,13,9,44
0,0,2,49.0,0,2,1,5,1,8,1,1,1,2,5,9,0,23.0,0.0,20.0,3.126226715,101.7359094,1.0,2995,326,1428,125,6,0,2,1,51500.0,208,26,107,23,40,43,65,7,128,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,1,0,0,2016,2,23,3,48,16
3,1,3,40.0,2,2,1,6,3,8,0,4,0,0,6,8,2,59.0,1.0,9.0,3.123896581,101.7419032,1.0,2942,326,896,125,6,1,1,0,55300.0,208,26,130,43,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,1,1,0,0,2015,12,11,12,6,33
3,1,0,19.0,1,4,2,1,2,10,0,3,0,1,6,7,0,12.0,5.0,16.0,3.127779514,101.7119267,3.0,3025,326,1148,125,6,0,2,1,55200.0,208,26,130,46,40,43,65,7,165,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,1,0,0,0,2016,1,24,23,17,54
4,1,1,35.0,2,2,2,9,2,4,1,2,0,1,5,10,0,41.0,0.0,15.0,3.108291331,101.7061691,2.0,2580,326,1148,125,6,0,2,1,51020.0,83,26,130,75,40,43,65,7,24,20,37,97,34,4,4,2,56,2,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2016,1,7,5,22,12
1,0,2,58.0,0,4,0,11,0,0,0,1,1,0,4,8,2,18.0,0.0,8.0,3.138336011,101.7740332,3.0,3307,326,1317,125,6,1,1,0,68000.0,189,26,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2015,12,29,9,9,5
1,0,1,45.0,2,0,0,6,2,4,1,1,1,0,5,10,2,42.0,2.0,9.0,3.096192548,101.7574977,3.0,2270,326,352,125,6,1,1,0,56100.0,208,26,100,23,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,0,0,0,0,0,2015,12,3,23,16,57
3,1,2,56.0,1,1,0,1,1,9,0,9,1,0,4,8,0,11.0,0.0,13.0,3.133035037,101.7763342,2.0,3167,326,524,125,6,1,1,0,68000.0,123,6,130,75,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,0,0,0,2015,12,28,22,25,44
0,1,3,46.0,0,2,0,9,1,5,0,2,0,0,3,10,0,54.0,0.0,17.0,3.126675106,101.7606615,2.0,3005,326,670,125,6,1,1,0,55300.0,66,26,130,42,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,0,1,0,0,2016,2,22,6,52,1
2,1,2,40.0,1,4,1,6,1,9,1,0,1,0,6,9,0,30.0,1.0,12.0,3.130675786,101.7471539,2.0,3106,326,843,125,6,1,1,0,51500.0,163,26,130,42,40,43,65,7,165,20,37,97,34,1,4,2,56,0,14,10,1,8,7,2,1,1,1,0,1,1,1,0,0,2016,2,28,14,31,57
